id;gender;nombre;nombre;Apellido1;Apellido2;handle;desc;Partido
153;1;Teresa Palmer Tous;Teresa;Palmer;Tous;TeresaPalTous;Diputada del Congreso por PP Balears. Portavoz de Economia del Grupo Parlamentario Popular             ;PP
154;0;jillorens;jillorens;;;jillorenstorres;Diputado al Congreso del PP por Lleida. Presidente de la comisión de agriculura Partido Popular. Ingeniero Agronomo.             ;PP
155;1;Lucia Martín;Lucia;Martín;;Lucia___M;Enginyera química i fins fa poc investigadora precària. Una de tantes activistes pel dret a l'habitatge. Ara diputada d'@Encomu_Podem             ;Ps
156;0;joaquin Albaladejo;joaquin;Albaladejo;;joaquintorrevie;TORREVEJENSE. Diputado nacional en el Congreso de los Diputados XI y XII legislatura por la Provincia de Alicante. A TOPE !!!!!!             ;PP
157;0;Edu Madina;Edu;Madina;;EduMadina;Northern sky             ;PSOE
158;0;Rafael Hernando;Rafael;Hernando;;Rafa_Hernando;Bienvenido al Twitter del Portavoz del @GPPopular en el http://www.congreso.es  y su equipo. Diputado Nacional por Almería. http://www.gppopular.es/              ;PP
159;1;Soraya Rodríguez;Soraya;Rodríguez;;sorayapsoe;Diputada por Valladolid             ;PSOE
160;0;Miguel Vila;Miguel;Vila;;Mikele_V;Diputado de Unidos Podemos-En Comú Podem-En Marea en el Congreso por la provincia de Burgos, y miembro del CCE de @ahorapodemos             ;Ps
161;0;"Joan Baldoví ;)";Joan;Baldoví;";)";joanbaldovi;Diputat de @compromisCGR         Valencià de soca-rel #aLaValenciana             ;Ps
162;1;María Torres;María;Torres;;MariaTorresTej;             ;PP
163;1;Ana Madrazo Diaz;Ana;Madrazo;Diaz;anamadrazo61;Diputada Nacional y actual portavoz de Hacienda del Congreso de los Diputados.             ;PP
164;1;Marian;Marian;;;marianbeitia;Kazetaria, Legazpin jaioa, Hernanin bizi naiz aspaldi. Independentiston ahotsa Madrilen.             ;EH-Bildu
165;1;Irene Montero;Irene;Montero;;Irene_Montero_;Portavoz de Unidas Podemos - EcP - EM en el Congreso. En la ejecutiva de @ahorapodemos. Psicóloga, por la vivienda digna. Defender la alegría como un derecho             ;Ps
166;0;Antón Gómez-Reino;Antón;Gómez-Reino;;tone_corunha;Portavoz de @En_Marea Congreso. Navego na @MareAtlantica e @Podemos_Galicia. Desde abaixo, pola esquerda. Pai e caminhante.             ;Ps
167;0;Luis C. Sahuquillo;Luis;Sahuquillo;;lcsahuquillo;             ;PSOE
168;0;Joan Tardà i Coma;Joan;Tardà;i Coma;JoanTarda;Nascut a Cornellà de Llobregat, professor de Llengua i Literatura Catalanes. Membre d'Esquerra Republicana i diputat al Congrés dels Diputats             ;ERC
169;0;JoseAndresTorresMora;JoseAndresTorresMora;;;JATorresMora;Nací el 1 de enero de 1960. Profesor titular de Sociología en la Complutense. En la actualidad soy diputado socialista por Málaga en el Congreso.             ;PSOE
170;0;Ricardo Sixto;Ricardo;Sixto;;Rsixtoiglesias;Car diràs la paraula justa, la diràs en el moment just... la diràs honestament. V.A.Estellés / Diputat d'EUPV al Congrès per València coalició #ALaValenciana             ;IU
171;0;Ferran Bel i Accensi;Ferran;Bel;i Accensi;Ferran_Bel;Alcalde de Tortosa             ;PDECAT
172;1;Ione Belarra;Ione;Belarra;;ionebelarra;Portavoz adj. de @ahorapodemos en el Congreso. Diputada por Navarra. Investigadora y activista en Migraciones.             ;Ps
173;1;Miriam NogVeras T44;Miriam;NogVeras;;miriamnoguerasM;La raó d tot: els meus. Diputada de PDECAT #novullpagar #CCN #ConsellEscolar #TÈXTIL #Regidora #RRII #DEFENSA http://miriamnogueras.cat  Instagram i Facebook             ;PDECAT
174;0;Mariano Rajoy Brey;Mariano;Rajoy;Brey;marianorajoy;Presidente del Gobierno y del @PPopular. Casado, padre de dos hijos. Trabajo por una #España con más empleo, oportunidades y bienestar.             ;PP
175;1;Begoña Tundidor;Begoña;Tundidor;;emeterina;Diputada por Málaga .Portavoz de Consumo en Grupo Parlamentario Socialista .Enfermera.Con el corazón entre Soria mi ciudad natal y Málaga mi ciudad de acogida             ;PSOE
176;0;Jose Miguel Camacho;Jose;Miguel;Camacho;JoseMiguelCama1;Diputado por Toledo, socialista y luchador contra las desigualdades             ;PSOE
177;0;Chano Franquis;Chano;Franquis;;chanofranquis;Diputado del PSOE en el Congreso por Las Palmas. Secretario General de Las Palmas GC             ;PSOE
178;1;Carmen Rocío Cuello;Carmen;Rocío;Cuello;CarmenRCuello;Diputada por Sevilla en el Congreso.Portavoz adjunta PSOE en la Comisión de Igualdad.             ;PSOE
179;0;Joan Capdevila ?;Joan;Capdevila;?;capdevilajoan;Diputat a Corts per @Esquerra_ERC (independent). Esperant tornar aviat a fer de veterinari. Donec Perficiam.             ;ERC
180;0;jordi salvador duch;jordi;salvador;duch;jsalvadorduch;Diputat al congreso per ERC. D'esquerres, per la República Catalana, internacionalista i sindicalista. Professor i Dr. en Antropologia Social i Cultural             ;ERC
181;0;Francisco Bernabé;Francisco;Bernabé;;bernabepaco;Diputado en el Congreso. Vicesecretario General de Acción Política de @PPRMurcia. Abogado. #BasketLover. Feliz esposo y padre de cinco hijos.             ;PP
182;0;miguel garaulet;miguel;garaulet;;MiguelGaraulet;Simplemente un tipo normal al que le gusta aprender todos los dias algo nuevo. Diputado de Cs a Cortes por la Región de Murcia             ;Cs
183;0;Nacho Sánchez Amor;Nacho;Sánchez;Amor;NachoSAmor;Spanish PSOE MP/FA Com. Spox/OSCE PA's Chair Com. Democracy, HHRR & Humanitarian Quest/Constitutional Law/European & exsoviet area politics/Extremadura             ;PSOE
184;1;Dolores Marcos;Dolores;Marcos;;LoliMarcos;Diputada Nacional del Partido Popular por Cáceres             ;PP
185;1;Ana Pastor Julian;Ana;Pastor;Julian;anapastorjulian;Twitter oficial de la presidenta del Congreso de los Diputados en la XII Legislatura             ;PP
186;1;Ángela Rodríguez;Ángela;Rodríguez;;Pam_Angela_;Dende o pequeno con @MareaPontevedra, facendo feminismo con @ahorapodemos, deputada no congreso, asaltando o ceo, @En_Marea.             ;Ps
187;1;Isabel Franco;Isabel;Franco;;IsabelPodemos;Diputada de Unid@s Podemos y Secretaria de Sociedad Civil de @Podemos_AND. Master en Trabajo y Empleo y evaluadora de Politicas Públicas. #NOalTTIP             ;Ps
188;1;Gloria Elizo;Gloria;Elizo;;GloriaElizo;`Nosotros pocos, nosotros pocos y felices, banda de hermanos` Diputada de @ahorapodemos por Toledo. Madre. No todo es politica. O sí.             ;Ps
189;0;Javier Sánchez Serna;Javier;Sánchez;Serna;J_Sanchez_Serna;Diputado murciano de @ahorapodemos en el Congreso. Portavoz en la Comisión de Educación #LomceNo. No nacimos para resistir nacimos para vencer              ;Ps
190;0;Marcelo Expósito;Marcelo;Expósito;;mrenau;Secretario Tercero del Congreso y diputado @encomu_podem por Barcelona. Miembro de la Dirección Ejecutiva de @bcnencomu.             ;Ps
191;0;Javier Ruano;Javier;Ruano;;ruanojavier;Diputado del Partido Popular en el Congreso por Murcia. XII Legislatura. Consultor. Felizmente casado y con tres hijas.             ;PP
192;1;Mar Rominguera;Mar;Rominguera;;rominguera;Socialista ,Abogada, ahora Diputada Nacional por Zamora, Portavoz de Vivienda  ,y ante todo Madre. Orgullosa de los mios             ;PSOE
193;1;Marta Sibina Camps;Marta;Sibina;Camps;Marta_Sibina;Infermera. Lluitant pels drets de totes em vaig topar amb la corrupció sanitària. Ara diputada d' @EnComu_Podem Faré debat mirant-te als ulls, no pas a tuiter!             ;Ps
194;0;Odón Elorza;Odón;Elorza;;odonelorza2011;Diputado socialista x Gipuzkoa / El sistema es injusto y debemos transformarlo.Defiendo un Estado protector, los derechos y la dignidad de las personas.             ;PSOE
195;1;Dolors Montserrat;Dolors;Montserrat;;DolorsMM;Ministra de @sanidadgob. Abogada de profesión. Enamorada de mi tierra.             ;PP
196;0;Arturo García-Tizón;Arturo;García-Tizón;;AGarciatizon;Diputado Nacional. Portavoz adjunto del Grupo PP. Parlamentario en el congreso de los Diputados. Abogado del Estado             ;PP
197;1;Carmen Dueñas;Carmen;Dueñas;;mcduenas;Diputada XII Legislatura @Congreso_Es por Melilla. Portavoz @GPPopular de Igualdad,vocal en Comisión de Justicia,Cambio Climático y Discapacidad.Abogada y madre             ;PP
198;0;Pedro Acedo Penco;Pedro;Acedo;Penco;pedroacedo;Presidente del @PPMerida Muy orgulloso de haber sido 16 años alcalde de #Mérida, Patrimonio de la Humanidad. Senador X Legislatura. Diputado en el @Congreso_es             ;PP
199;1;Sara Carreño  ??;Sara;Carreño; ??;Saracarrenov;Diputada de @ahorapodemos. Licenciada en ADE y Derecho. Soñadora y luchadora. Astur-riojana             ;Ps
200;0;Antonio Hernando;Antonio;Hernando;;AHernandoVera;Soy diputado socialista por Madrid. Y madrileño. Ahora, portavoz del @gpscongreso . Hablo y quiero escuchar. #Congreso antonio.hernando@congreso.es             ;PSOE
201;0;Bienvenido de Arriba;Bienvenido;de;Arriba;BienveDeArriba;Diputado Nacional del @PPopular en @Congreso_Es por Salamanca en XII Legislatura. Vicesecretario PP de Salamanca.             ;PP
202;0;Juan Luis Gordo;Juan;Luis;Gordo;juanluisgordo;Diputado del PSOE por Segovia en el Congreso de los Diputados en la X, XI y XII Legislatura. Secretario Gral de Segovia. Ingeniero Industrial y Funcionario             ;PSOE
203;0;David Serrada;David;Serrada;;dvserrada;Sociólogo, padre de dos niñas, Vicesecretario General @PSOESalamanca y Diputado en @Congreso_Es #Salamanca, Portavoz Cooperación Desarrollo @gpscongreso             ;PSOE
204;0;Nacho Prendes;Nacho;Prendes;;nachoprendes;Gijonés. Abogado y Diputado de Ciudadanos. Vicepresidente Primero del Congreso de los Diputados. Trabajando para hacer posible lo necesario.             ;Cs
205;1;M Luz Martínez Seijo;M Luz;Martínez;Seijo;luzseijo;Diputada por Palencia. Secretaria de Acción Política y Ciudadanía-PSOECYL. Mi profesión y pasión son la educación.             ;PSOE
206;0;Joaquín García Díez;Joaquín;García;Díez;Quin1954;Lo bueno si breve dos veces bueno, aunque los que nos enrollamos lo tenemos dificil.             ;PP
207;1;Esther Peña Camarero;Esther;Peña;Camarero;estherpcamarero;Diputada por #Burgos en Congreso de los Diputados. Secretaria General del PSOE de Burgos. Socióloga y técnico de integración.             ;PSOE
208;1;Sonia Ferrer Tesoro;Sonia;Ferrer;Tesoro;soniafetesoro;Socialista. Actualmente diputada en el congreso. Madre en mis ratos libres. Almeriense.             ;PSOE
209;0;JoseDavid Carracedo;JoseDavid;Carracedo;;JDCarracedo;Sociólogo, padre de dos peques, activista. http://DiagonalPeriodico.net , http://MeCambio.net  Diputado en el Congreso  por Bizkaia con @ahorapodemos             ;Ps
210;0;Fernández de Moya;Fernández;de;Moya;Jefernandezmoya;Secretario de Estado de Hacienda y padre de un hijo maravilloso.             ;PP
211;1;Rosa Romero;Rosa;Romero;;rosaromerocr;Politóloga (UCM).Diputada.Vicepresidenta 3ª del Congreso de los Diputados.Orgullosa haber sido 8 años Alcaldesa de Ciudad Real. Enamorada de mi marido y 2 hijos             ;PP
212;0;Jose Maria Chiquillo;Jose;Maria;Chiquillo;ChiquilloBarber;Diputado. Portavoz @GPPopular Cooperación Internacional al Desarrollo. Member PA @OSCE. Presidente Red Internacional Programa @UNESCO RUTA DE LA SEDA #SilkRoad.             ;PP
213;1;Ángeles Isac García;Ángeles;Isac;García;Angeles_isac;Diputada del @pp_jaen Diputación Provincial. Presidenta y portavoz del @linarespp. Apasionada de mi gente y sus pueblos #Jaén.             ;PP
214;0;Pedro Quevedo Iturbe;Pedro;Quevedo;Iturbe;PedroQuevedoIt;Diputado por Nueva Canarias en el Congreso y Concejal del Ayuntamiento de LPGC.             ;NCa
215;1;Alexandra;Alexandra;;;aKollontai;Deputada de En Marea no Congreso. Traballando por construír ferramentas de cambio.             ;Ps
216;0;Toni Cantó;Toni;Cantó;;Tonicanto1;Actor.Diputado de Ciudadanos por la provincia de Valencia en la 12ª legislatura.Presidente de la comisión de la lucha contra la corrupción y por la regeneración             ;Cs
217;0;Felipe J. Sicilia;Felipe;J.;Sicilia;felipe_sicilia;Jiennense, policía de profesión y socialista de convicción. Diputado en el Congreso y portavoz de agricultura             ;PSOE
218;1;Sònia Farré;Sònia;Farré;;Sonia_Farre;Diputada d' @EnComu_Podem que no oblida d'on ve: monitora, profe, filòloga catalana, #15M, @auditciudadana, @pconstituent i més! #Seguim             ;Ps
219;0;Xavier Eritja;Xavier;Eritja;;xavieritja;Crec en la força de la mobilització de les classes populars per construir la nova #RepúblicaCatalana. Diputat per Lleida @Esquerra_ERC al Congreso             ;PP
220;0;Francesc Homs;Francesc;Homs;;franceschoms;Advocat. Associat a @Pdemocratacat             ;PDECAT
221;0;Pablo Bellido;Pablo;Bellido;;PabloBellido_Az;Diputado por Guadalajara. Secretario General PSOE de Guadalajara. Creo en la Igualdad y la Solidaridad. Azuqueca, Guadalajara, Castilla-La Mancha, España             ;PSOE
222;0;Eloy Suárez Lamata;Eloy;Suárez;Lamata;eloysuarezl;Diputado del @PPopular en el @Congreso_Es por Zaragoza. Aragonés, liberal, infatigable. Un español.             ;PP
223;0;Fernando Maura;Fernando;Maura;;FMauraB;Diputado al Congreso por Cs. Abogado, economista y escritor. Parlamentario vasco 1990-2007. Eurodiputado 2014-2015.             ;Cs
224;1;Belén Hoyo Juliá;Belén;Hoyo;Juliá;BelenHoyo;Diputada Nacional del PP por Valencia @GPPopular. Coordinadora General del @PPopular de la Provincia de Valencia @PP_VAL. Vicesecretaria Nacional de @NNGG_Es.             ;PP
225;0;Félix Álvarez;Félix;Álvarez;;Felisuco_;Diputado por Cantabria. XII Legislatura. Grupo parlamentario de Ciudadanos. Portavoz de Cultura.             ;Cs
226;0;F. Martínez-Maillo;F.;Martínez-Maillo;;martinezmaillo;Zamorano, nacido en 1969, casado, dos niñas. Licenciado en Derecho. Vicesecretario de Organización del @PPopular y Presidente de @populareszamora             ;PP
227;0;Fèlix Alonso;Fèlix;Alonso;;felixaltafulla;Alcalde d'Altafulla. Diputat d'@EnComu_Podem.             ;Ps
228;1;Ester Capella Farré;Ester;Capella;Farré;estercapella;Advocada, d 'Esquerra Republicana, Diputada al Congrés , Senadora (2013-2015). Treballant per esdevenir la pàtria novella de rels velles             ;ERC
229;1;Raquel Alonso;Raquel;Alonso;;raquelalonsoher;Arquitecta. Concejala de Alaejos. Diputada de la XII Legislatura por Valladolid por el @PPopular               ;PP
230;0;Raimundo Viejo Viñas;Raimundo;Viejo;Viñas;_mundus;Autor, editor, teórico, ciudadano activo, profesor... y en estos momentos diputado de @ahorapodemos por @EnComu_Podem en el Congreso. Surfea, simbionte, surfea!             ;Ps
231;1;Noelia Vera;Noelia;Vera;;VeraNoelia;Periodista. Portavoz de @ahorapodemos y diputada en el Congreso por Cádiz. Defensora del #DerechoALaInformación y los DDHH. La lucha es por una vida digna             ;Ps
232;0;Toni Roldán Monés;Toni;Roldán;Monés;toniroldanm;Portavoz de Economía en Congreso / Secretario de Programas de Cs / Antes @ColumbiaSIPA @LSEEI @eurasiagroup @ecfin / Autor: Recuperar el Futuro con @lugaricano             ;Cs
233;0;Teodoro García Egea;Teodoro;García;Egea;TeoGarciaEgea;Doctor Ingeniero, tecnólogo y político. Diputado PP por Murcia en el Congreso. Judoka,Mountain Biker, Maratoniano y amante de las travesias en la nieve.             ;PP
234;1;Mª Dolores Cospedal;Mª;Dolores;Cospedal;mdcospedal;Ministra de @Defensagob, secretaria general del @PPopular y presidenta del @PP_CLM             ;PP
235;1;Belén Bajo;Belén;Bajo;;belenbajo;Periodista. Diputada del @gppopular por Madrid en el @Congreso_Es. Portavoz de #CambioClimatico.Digo lo que pienso y pienso lo que digo. http://www.pp.es              ;PP
236;1;Mercè Perea Conillas;Mercè;Perea;Conillas;MercePerea;Veïna de L'Hospitalet. Diputada Grup Socialista Congrès. Portaveu del Pacto de Toledo. He estat regidora de la meva Ciutat             ;PSOE
237;0;Guillermo Díaz;Guillermo;Díaz;;GuillermoLugosi;Mea mihi conscientia pluris est quam omnium sermo             ;Cs
238;0;Jose Luis Abalos Mec;Jose Luis;Abalos;Mec;abalosmeco;Diputado Nacional, Congreso de los Diputados de España. Secretario General Adjunto GPS. Secretario General PSPV-PSOE provincia Valencia             ;PSOE
239;1;Adriana Lastra;Adriana;Lastra;;Adrilastra;Tercera de cinco hermanas y sobreviví. Riosellana y ovetense. Socialista asturiana en el Congreso de los Diputados.              ;PSOE
240;0;Miguel Ángel Heredia;Miguel;Ángel;Heredia;maherediadiaz;Secretario General del PSOE de Málaga. Diputado. Secretario General del Grupo Socialista en Cortes Generales.             ;PSOE
241;1;Micaela Navarro;Micaela;Navarro;;micaela_navarro;Twitter oficial de Micaela Navarro. PSOE             ;PSOE
242;0;angel luis gonzalez;angel;luis;gonzalez;angeluisgonza;Presidente del @AntequeraCF             ;PP
243;0;Guillermo Mariscal;Guillermo;Mariscal;;gmariscalanaya;Sí, lo reconozco, soy liberal.Diputado en el Congreso por Las Palmas.Portavoz de #Energía Secretario de la Comisión #AsuntosExteriores #GranCanaria @GPPopular             ;PP
244;0;Francisco d la Torre;Francisco;de la Torre;;frdelatorre;Diputado de @ciudadanosCs . Miembro de la Ejecutiva nacional.  Presidente de la Comisión de Presupuestos. Inspector de Hacienda. Autor de ¿Hacienda somos todos?             ;Cs
245;1;Beatriz Escudero;Beatriz;Escudero;;BeatrizEscu;Diputada @ppopular por Segovia, Portavoz Comis.Calidad Democrática y Lucha contra Corrupción.Vocal en Comisiones de Constitucional, de Interior, y de Reglamento             ;PP
246;0;Xavier Domènech;Xavier;Domènech;;XavierDomenechs;Historiador, activista i a voltes moltes altres coses. Ara portaveu i diputat d'@EnComu_Podem al Congrés.             ;Ps
247;1;ana surra;ana;surra;;anasurra;Uruguaiana de naixement i catalana d'adopció. Acollida com a refugiada fugint d'una dictadura, Treballo per fer de Catalunya un país lliure, divers i just.             ;PDECAT
248;0;sergi miquel valenti;sergi;miquel;valenti;sergimiquel;Secretari general de la @jncatalunya - diputat al @congreso_es ---All that is necessary for the triumph of evil is that good men do nothing. E.Burke---             ;PDECAT
249;0;Julián López Milla;Julián;López;Milla;JuLMilla;Doctor Ciencias Económicas. Profesor Titular de Universidad. Análisis Económico Aplicado en la @UA_Universidad. Diputado del PSOE en el Congreso por Alicante.             ;PSOE
250;0;Marc Lamuà Estañol;Marc;Lamuà;Estañol;MarcLamua;Fent grans a la Ilia i en Lex amb la Carol. Doctor en Arqueologia. Diputat al Congrés del PSC Comarques Gironines. Federalista i d'esquerres.             ;PSOE
251;0;Óscar Gamazo;Óscar;Gamazo;;oscargamazo;Valencià entre Madrid i La Safor. Diputat del @GPPopular al @Congreso_Es ~ @PP_VAL @ppcv ~ @PPopular             ;PP
252;0;Juan Ignacio Zoido;Juan;Ignacio;Zoido;zoidoJI;Ministro del @interiorgob. Alcalde de Sevilla 2011-2015. Mis padres me enseñaron que con trabajo y esfuerzo todo es posible en la vida.             ;PP
253;0;Emilio del Río;Emilio;del;Río;emilio_delrio;Doctor en Filología Clásica por la @Unicomplutense. Profesor Titular en @unirioja. He colaborado en @NEUDC_RNE #VerbaVolant. Diputado @LaRiojaPP en @Congreso_es             ;PP
254;0;Antonio Glez. Terol;Antonio;Glez.;Terol;Aglezterol;Alcalde de Boadilla del Monte y diputado en el Congreso por Madrid. Vicesecretario pp madrid. Ingeniero Industrial. Padre de tres hijos maravillosos!!!             ;PP
255;0;Joan RUIZ CARBONELL;Joan;RUIZ;CARBONELL;jruizcarbonell;Tarragoní nascut a València Mestre de Primària i Llicenciat en Geografia i Història. Membre de l'Executiva del PSC al Camp de Tarragona i Diputat al Congrés             ;PSOE
256;0;César Luena;César;Luena;;cesarluena;Doctor por la Universidad de La Rioja. Secretario General del @PSOELaRioja. Diputado por La Rioja. Cuenta administrada por @cesarluena y su equipo.             ;PSOE
257;0;Sergio Pascual;Sergio;Pascual;;pascualsergio;Diputado por Sevilla en la Comisión de Fomento y Pacto de Toledo. Consejero Ciudadano de Podemos Andalucía. Ingeniero de Telecomunicaciones y Antropólogo             ;Ps
258;0;carlos rojas;carlos;rojas;;CarlosRojas_PPA;Abogado. Portavoz adjunto Grupo Popular En el Congreso de los diputados. Orgulloso de ser español,andaluz,granadino y motrileño. Siempre hacia delante             ;PP
259;0;AITOR ESTEBAN;AITOR;ESTEBAN;;AITOR_ESTEBAN;@eajpnv-ren Taldeburua Madrilen. Portavoz Grupo Vasco en el Congreso (EAJ-PNV). Leader of the Basque Group in the Spanish Parliament (EAJ-PNV). PhD in Law.             ;EAJ-PNV
260;0;Pablo Iglesias;Pablo;Iglesias;;Pablo_Iglesias_;Secretario Gral. de @ahorapodemos y diputado en el Congreso. Profesor honorífico de la UCM. Nadie duda de que este país ya ha cambiado. ¡Sí se puede!             ;Ps
261;0;Ignacio Urquizu;Ignacio;Urquizu;;iurquizu;(Alcañiz, Teruel) Profesor de Sociología en la UCM (en excedencia), Diputado del PSOE por Teruel y portavoz de Universidades. Mis opiniones son sólo mías.             ;PSOE
262;1;Lourdes Ciuro;Lourdes;Ciuro;;lciuro;"Advocada de professió, faig política per vocació. Diputada del Partit Demòcrata al Congrés.  ""Hi ha un lloc a l'infern per les dones que no ajuden altres dones""             ";PDECAT
263;0;José Manuel Villegas;José;Manuel;Villegas;CiudadanoVille;Este es el Twiter de un ciudadano progresista y no nacionalista. Diputado de C's en el Congreso de los Diputados             ;Cs
264;1;Isabel Rodríguez;Isabel;Rodríguez;;isabelrguez;Soy ciudadana de este mundo. Ahora Diputada socialista por Ciudad Real.             ;PSOE
265;0;Javier Antón Cacho;Javier;Antón;Cacho;javieranton;Diputado en @Congreso_Es por #Soria. Secretario de Organización de @PSOESoria             ;PSOE
266;0;Guillermo Meijón;Guillermo;Meijón;;guillermomeijon;Mestre. Pedagogo. Orientador escolar.  Deputado Socialista no Congreso.             ;PSOE
267;1;Silvia Valmaña;Silvia;Valmaña;;svalmana;Profesora Titular de Derecho Penal UCLM, madre de cuatro hijos y Diputada del Partido Popular por Guadalajara XI y XII Legislaturas.             ;PP
268;0;Albert Rivera;Albert;Rivera;;Albert_Rivera;Perfil oficial de Albert Rivera. Presidente de Ciudadanos. Imposible es sólo una opinión.             ;Cs
269;1;Ana Terrón;Ana;Terrón;;AnaTerron_;Diputada de @ahorapodemos en el Congreso por Granada.Trabajadora social. Podéis cortar todas las flores, pero no detendréis la primavera              ;Ps
270;0;Ignasi Candela;Ignasi;Candela;;IgnasiCandela;Economista. Diputat de @Compromis i Portaveu de @JovesIniciativa. Compte gestionat en equip.             ;Ps
271;0;Diego Clemente C´s;Diego;Clemente;C´s;diego__clemente;Arquitecto y Diputado en el @Congreso_es de @CiudadanosCs por @almeria_cs. Portavoz Políticas Integrales para la Discapacidad y Servicios Sociales.             ;Cs
272;0;Miguel A. Paniagua;Miguel;A.;Paniagua;mapaniagua;Diputado por Palencia. Ex-bancario y ex-Asesor Financiero. Liberal en materia económica y en lo demás también. El PP es patrimonio inmaterial de España             ;PP
273;1;Sáenz de Santamaría;Sáenz;de;Santamaría;Sorayapp;Vicepresidenta, Ministra de la Presidencia y para las Administraciones Territoriales. Diputada del @PPopular por Madrid.             ;PP
274;0;Ricardo Garcia Mira;Ricardo;Garcia;Mira;fargmira;Diputado no Congreso polo @PSdeG @PSOE Circunscripción da Coruña. Doutor en Psicoloxía e Profesor de Psicoloxía Social na Univ. da Coruña. Presidente de IAPS.             ;PSOE
275;0;Juan López de Uralde;Juan;López;de Uralde;juralde;Diputado en el Congreso por Alava/Araba y Coportavoz Federal de EQUO             ;EQUO
276;0;Pedro Sánchez;Pedro;Sánchez;;sanchezcastejon;Padre. Doctor en Economía. Militante del @PSOE.             ;PSOE
277;0;Javier Maroto;Javier;Maroto;;JavierMaroto;Vicesecretario Nacional de Acción Sectorial del @PPopular y Diputado por #Álava en el @Congreso_Es #RutaSocial             ;PP
278;0;Juan María Vázquez;Juan;María;Vázquez;JMVRUM;Aguileño, Murciano, apasionado de mi tierra y comprometido con ella. Investigar para Conocer, Conocer para Innovar, Innovar para Crecer.             ;PP
279;1;Marta Martín Llaguno;Marta;Martín;Llaguno;martamartirio;Mamá de Pablo. Catedrática Comunicación Audiovisual y Publicidad. Diputada por Alicante de Cs. Portavoz Educación Cs Congreso. Responsable Cs Universidad             ;Cs
280;0;Joan Mena Arca;Joan;Mena;Arca;joanmena;Les escletxes són el que ens permet poder veure la llum. Profe interí, ara fent de diputat al Congrés d'@encomu_podem. Amb @euia_cat @iunida - Sabadell.             ;Ps
281;1;Angeles Alvarez;Angeles;Alvarez;;AAlvarezAlvarez;Feminista / Diputada por Madrid - En estos momentos Portavoz del @gps_psoe en la Comisión de Igualdad  del Congreso /             ;PSOE
282;1;Aina Vidal #UErgonya;Aina;Vidal;#UErgonya;AinaVS;La llibertat és quan comença l'alba en un dia de vaga general. Diputada al Congrés per @encomu_podem Feminista, d'ICV. Let's Rock!             ;Ps
283;0;Oskar Matute;Oskar;Matute;;oskarmatute;             ;EH-Bildu
284;0;Íñigo Alli;Íñigo;Alli;;inigoalli;Casado con Isabel. Papá de Cris, Nacho, Inés y Ana. Mi familia. Por la innovación social. Ahora en política por Navarra. Y ésta es mi opinión personal.             ;UPN
285;0;pere joan pons;pere;joan;pons;perejoanpons;Mediterrani i pare. He fet moltes voltes pel planeta. ara vull seguir canviant les coses des del @Congreso_ES A por cambios!             ;PSOE
286;1;Tania Sánchez Melero;Tania;Sánchez;Melero;Ainhat;Diplomada en Educación Social. Licenciada en Antropología. Vecina de Rivas desde los 4 años. Las instituciones, al servicio de la gente             ;Ps
287;0;antonio hurtado;antonio;hurtado;;AntonioHurtado;Economista. Diputado Socialista por Córdoba en el Congreso             ;PSOE
288;0;Juanma del Olmo;Juanma;del;Olmo;juanmalpr;Diputado en el Congreso y Secretario de Comunicación de @ahorapodemos. Consultor TIC             ;Ps
289;1;M González Veracruz;M;González;Veracruz;mariagv;Bioquímica.Murciana,mediterránea y madre feliz.Diputada del PSOE en el Congreso por la R. de Murcia.Pasión por cambiar las cosas.No todos somos iguales.Libre              ;PSOE
290;0;Jorge Luis;Jorge;Luis;;JorgeLuisBail;Comprometido con la sostenibilidad y fiel a mis principios. Diputado de Unidos Podemos en Común por el Alto Aragón en el Congreso #NoTTIP #LeyMordaza #DDAA             ;Ps
291;0;patxilopez;patxilopez;;;patxilopez;             ;PSOE
292;0;Luis Salvador;Luis;Salvador;;LuisSalvador;Diputado de Cs en el @Congreso_es por Granada. Portavoz de Cs Granada. Ciudadano, analista político y autor de @JaqueAlReyLS. Impulsor #MOVciudadano.             ;Cs
293;0;Jordi Roca;Jordi;Roca;;jordiroca;Diputado Nacional en el Congreso. #Tarragona. PP. Portavoz adjunto de #Exteriores. Vocal de #Economía e #Industria y #Cultura.             ;PP
294;0;carles campuzano;carles;campuzano;;carlescampuzano;Portaveu del @Pdemocratacat al @Congreso_Es i President de la Comissió de #Discapacitat.Crec la capacitat de la política per fer de Catalunya un país millor.             ;PDECAT
295;0;Jordi Xuclà;Jordi;Xuclà;;jordixucla;Olotí entre ciutats. Diputat al Congrés per Girona. Partit Demòcrata Català. President del grup liberal (ALDE) a l'Assemblea del Consell d'Europa.             ;PDECAT
296;0;Alberto Garzón;Alberto;Garzón;;agarzon;Economista, Coordinador Federal de @iunida Activista y defensor de los derechos humanos. Autor de 'A pie de escaño' (Península, 2015)             ;IU
297;0;Cesar Ramos;Cesar;Ramos;;CesarJRamos;Diputado del PSOE por #Cáceres, Portavoz de Fomento. Autor de #DemocraciaHacker y bloguero en el Huffington Post. Apasionado de la tecnología y la colaboración.             ;PSOE
298;0;jlayllon;jlayllon;;;jlayllon;Secretario de Estado de Relaciones con las Cortes y Diputado del PP por Madrid             ;PP
